age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,income
35,Public,HS-grad,9,Never-married,Protective-serv,Own-child,White,Male,40,United-States,<=50K
28,Private,Some-college,10,Married,Exec-managerial,Husband,White,Male,48,United-States,<=50K
28,Private,HS-grad,9,Divorced,Machine-op-inspct,Own-child,White,Male,40,United-States,<=50K
37,?,Some-college,10,Married,?,Husband,White,Male,20,United-States,<=50K
72,?,Doctorate,16,Married,?,Husband,White,Male,6,United-States,>50K
25,Self-employed,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male,60,United-States,<=50K
37,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
19,?,Some-college,10,Never-married,?,Own-child,White,Female,45,United-States,<=50K
31,Private,Assoc-voc,11,Divorced,Sales,Own-child,White,Female,38,United-States,<=50K
41,Private,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female,40,United-States,<=50K
31,Private,10th,6,Married,Tech-support,Husband,White,Male,40,United-States,>50K
44,Private,HS-grad,9,Married,Craft-repair,Husband,White,Male,40,United-States,<=50K
20,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,Black,Male,47,United-States,<=50K
57,Self-employed,Some-college,10,Married,Farming-fishing,Husband,White,Male,50,United-States,<=50K
26,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,12,United-States,<=50K
44,Self-employed,HS-grad,9,Married,Exec-managerial,Husband,White,Male,60,Greece,<=50K
29,Public,HS-grad,9,Never-married,Protective-serv,Not-in-family,White,Male,40,United-States,<=50K
36,Private,HS-grad,9,Married,Prof-specialty,Husband,White,Male,40,United-States,>50K
40,Private,Assoc-voc,11,Married,Craft-repair,Husband,White,Male,40,United-States,>50K
21,Private,Assoc-acdm,12,Never-married,Other-service,Not-in-family,Black,Male,35,Jamaica,<=50K
21,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,70,United-States,<=50K
34,Self-employed,Prof-school,15,Separated,Prof-specialty,Unmarried,White,Male,48,United-States,>50K
24,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,15,United-States,<=50K
28,Private,10th,6,Divorced,Other-service,Not-in-family,White,Female,40,United-States,<=50K
35,Private,HS-grad,9,Separated,Transport-moving,Own-child,White,Male,50,United-States,<=50K
35,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
38,Public,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K
44,Public,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K
39,Private,Bachelors,13,Married,Handlers-cleaners,Wife,White,Female,40,Poland,>50K
57,Public,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,40,United-States,<=50K
19,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,40,United-States,<=50K
29,Private,Assoc-voc,11,Married,Machine-op-inspct,Husband,White,Male,48,United-States,<=50K
23,Private,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,Black,Male,40,United-States,<=50K
50,Private,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,40,United-States,<=50K
51,Self-employed,Some-college,10,Married,Craft-repair,Husband,White,Male,20,United-States,<=50K
28,Private,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,40,United-States,<=50K
44,Private,Bachelors,13,Married,Sales,Husband,White,Male,60,United-States,<=50K
29,Self-employed,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,40,United-States,<=50K
31,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,45,United-States,<=50K
27,Private,Bachelors,13,Married,Craft-repair,Husband,White,Male,45,United-States,>50K
34,Private,Bachelors,13,Married,Exec-managerial,Husband,White,Male,45,United-States,<=50K
50,Self-employed,Prof-school,15,Married,Prof-specialty,Husband,Asian-Pac-Islander,Male,50,Philippines,>50K
27,Private,Some-college,10,Married,Handlers-cleaners,Husband,White,Male,40,United-States,>50K
31,Private,Assoc-voc,11,Never-married,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K
46,Private,Assoc-acdm,12,Married,Craft-repair,Husband,White,Male,40,United-States,>50K
39,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,40,United-States,<=50K
40,Private,Bachelors,13,Married,Sales,Husband,White,Male,55,United-States,>50K
28,Private,11th,7,Divorced,Sales,Own-child,White,Male,40,United-States,<=50K
18,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,40,United-States,<=50K
51,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
58,Self-employed,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,50,United-States,<=50K
66,Private,HS-grad,9,Married,Sales,Husband,White,Male,40,United-States,<=50K
36,Self-employed,HS-grad,9,Married,Other-service,Wife,Asian-Pac-Islander,Female,20,South,<=50K
38,Private,11th,7,Divorced,Handlers-cleaners,Not-in-family,White,Female,60,United-States,<=50K
25,Private,Assoc-acdm,12,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,<=50K
25,Private,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,22,United-States,<=50K
90,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K
41,Public,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
34,?,HS-grad,9,Never-married,?,Unmarried,Black,Female,40,United-States,<=50K
33,Private,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,40,Germany,<=50K
33,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
35,Private,Bachelors,13,Married,Exec-managerial,Husband,White,Male,45,United-States,>50K
39,Self-employed,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Female,20,United-States,<=50K
59,Private,HS-grad,9,Married,Sales,Husband,White,Male,60,United-States,<=50K
19,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Male,16,United-States,<=50K
39,Private,HS-grad,9,Married,Sales,Husband,White,Male,38,United-States,<=50K
19,?,Some-college,10,Never-married,?,Own-child,White,Male,40,United-States,<=50K
27,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,40,United-States,<=50K
52,Private,7th-8th,4,Married,Craft-repair,Husband,White,Male,40,United-States,<=50K
59,Self-employed,HS-grad,9,Divorced,Other-service,Own-child,White,Female,24,United-States,<=50K
28,Private,Some-college,10,Divorced,Craft-repair,Unmarried,White,Female,40,United-States,<=50K
37,Private,HS-grad,9,Divorced,Other-service,Other-relative,White,Female,50,Peru,<=50K
50,?,10th,6,Married,?,Husband,White,Male,99,United-States,<=50K
36,Private,Bachelors,13,Married,Exec-managerial,Husband,White,Male,50,United-States,>50K
34,Private,Bachelors,13,Married,Prof-specialty,Husband,White,Male,60,United-States,>50K
23,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,<=50K
19,?,11th,7,Never-married,?,Own-child,White,Female,30,United-States,<=50K
33,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,84,United-States,<=50K
27,Public,Masters,14,Never-married,Prof-specialty,Own-child,White,Male,52,United-States,<=50K
31,Public,Masters,14,Married,Prof-specialty,Husband,White,Male,40,United-States,<=50K
21,Private,10th,6,Married,Machine-op-inspct,Husband,White,Male,36,United-States,<=50K
31,Private,HS-grad,9,Married,Exec-managerial,Husband,White,Male,54,United-States,<=50K
59,Private,HS-grad,9,Married,Handlers-cleaners,Husband,White,Male,40,United-States,>50K
40,Public,Masters,14,Married,Prof-specialty,Husband,White,Male,48,United-States,>50K
19,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K
47,Private,HS-grad,9,Married,Transport-moving,Husband,White,Male,50,United-States,<=50K
34,Private,Bachelors,13,Never-married,Craft-repair,Unmarried,White,Male,40,United-States,<=50K
57,Private,HS-grad,9,Married,Other-service,Husband,White,Male,78,United-States,<=50K
51,Public,9th,5,Married,Transport-moving,Husband,Black,Male,40,United-States,<=50K
21,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,20,United-States,<=50K
30,Self-employed,Some-college,10,Married,Sales,Husband,White,Male,50,United-States,<=50K
46,Private,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,White,Male,45,United-States,<=50K
40,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,45,United-States,<=50K
52,Private,Preschool,1,Married,Other-service,Not-in-family,White,Male,40,El-Salvador,<=50K
23,Private,Bachelors,13,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,50,Taiwan,<=50K
90,?,Bachelors,13,Widowed,?,Other-relative,White,Female,10,United-States,<=50K
25,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,50,United-States,<=50K
43,Private,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,45,United-States,<=50K
38,Public,Some-college,10,Divorced,Protective-serv,Unmarried,Amer-Indian-Eskimo,Female,40,United-States,>50K
22,Private,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Female,30,United-States,<=50K
33,Public,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
34,Private,Some-college,10,Married,Prof-specialty,Husband,White,Male,40,United-States,>50K
65,Private,Assoc-voc,11,Married,Transport-moving,Husband,White,Male,20,United-States,<=50K
50,Private,HS-grad,9,Never-married,Tech-support,Own-child,White,Male,15,United-States,<=50K
29,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,48,United-States,<=50K
25,Private,HS-grad,9,Married,Transport-moving,Husband,White,Male,40,United-States,<=50K
54,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
49,Private,HS-grad,9,Married,Adm-clerical,Husband,White,Male,40,United-States,>50K
44,Private,Some-college,10,Married,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
24,Private,9th,5,Divorced,Other-service,Own-child,White,Female,40,United-States,<=50K
25,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,38,United-States,<=50K
65,Public,HS-grad,9,Married,Transport-moving,Husband,White,Male,20,United-States,<=50K
56,Self-employed,HS-grad,9,Married,Exec-managerial,Husband,Black,Male,45,United-States,<=50K
39,Self-employed,Prof-school,15,Married,Prof-specialty,Husband,White,Male,60,United-States,>50K
23,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,<=50K
20,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,20,United-States,<=50K
24,Private,5th-6th,3,Never-married,Craft-repair,Unmarried,White,Male,40,El-Salvador,<=50K
41,Private,Some-college,10,Married,Exec-managerial,Husband,White,Male,50,United-States,>50K
40,Self-employed,Some-college,10,Married,Farming-fishing,Husband,White,Male,50,United-States,<=50K
55,Private,HS-grad,9,Married,Craft-repair,Husband,White,Male,50,United-States,>50K
38,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,48,United-States,<=50K
23,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K
44,Private,Bachelors,13,Married,Exec-managerial,Husband,White,Male,50,United-States,<=50K
45,Private,Some-college,10,Married,Craft-repair,Husband,White,Male,40,United-States,>50K
20,Self-employed,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,12,Germany,<=50K
29,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,40,United-States,<=50K
43,Public,HS-grad,9,Married,Protective-serv,Husband,White,Male,40,United-States,<=50K
30,Private,12th,8,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K
28,Public,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,38,United-States,<=50K
31,Private,HS-grad,9,Married,Exec-managerial,Husband,White,Male,40,United-States,>50K
52,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Female,40,United-States,<=50K
36,Private,Bachelors,13,Married,Prof-specialty,Wife,White,Female,50,Iran,>50K
38,Private,HS-grad,9,Married,Craft-repair,Husband,White,Male,45,United-States,<=50K
66,?,Some-college,10,Married,?,Husband,White,Male,40,United-States,<=50K
63,Self-employed,Assoc-voc,11,Married,Farming-fishing,Husband,White,Male,40,United-States,<=50K
21,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,35,United-States,<=50K
33,Public,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K
46,Public,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,50,United-States,<=50K
20,?,Some-college,10,Never-married,?,Own-child,White,Male,20,United-States,<=50K
47,Self-employed,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,60,United-States,<=50K
33,Private,Doctorate,16,Married,Prof-specialty,Husband,White,Male,55,United-States,>50K
66,?,7th-8th,4,Never-married,?,Other-relative,Black,Male,30,United-States,<=50K
20,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,30,?,<=50K
28,Private,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K
46,Private,HS-grad,9,Divorced,Priv-house-serv,Unmarried,White,Female,28,Ecuador,<=50K
25,Private,Some-college,10,Married,Sales,Husband,Black,Male,45,United-States,<=50K
37,Private,HS-grad,9,Married,Craft-repair,Own-child,White,Male,40,United-States,<=50K
31,Self-employed,9th,5,Married,Craft-repair,Husband,White,Male,60,United-States,<=50K
49,Private,HS-grad,9,Married,Craft-repair,Husband,White,Male,40,United-States,<=50K
22,Public,Some-college,10,Married-spouse-absent,Tech-support,Unmarried,White,Male,20,United-States,<=50K
52,Private,Assoc-voc,11,Married,Other-service,Wife,White,Female,20,United-States,>50K
29,Private,Assoc-acdm,12,Married,Exec-managerial,Wife,White,Female,50,United-States,<=50K
18,Private,11th,7,Never-married,Other-service,Own-child,White,Female,20,United-States,<=50K
31,Public,Some-college,10,Married,Exec-managerial,Husband,White,Male,35,United-States,<=50K
23,Private,Some-college,10,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,35,Vietnam,<=50K
27,?,Assoc-voc,11,Married,?,Wife,Amer-Indian-Eskimo,Female,40,United-States,>50K
54,Self-employed,10th,6,Married,Sales,Husband,White,Male,65,United-States,<=50K
50,Public,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,49,Dominican-Republic,<=50K
46,Private,Masters,14,Married,Tech-support,Husband,White,Male,40,?,>50K
24,Private,Bachelors,13,Never-married,Farming-fishing,Own-child,White,Female,40,United-States,<=50K
17,?,11th,7,Never-married,?,Own-child,White,Female,18,United-States,<=50K
49,Self-employed,HS-grad,9,Separated,Other-service,Not-in-family,White,Male,45,United-States,<=50K
54,Public,HS-grad,9,Married,Craft-repair,Husband,White,Male,40,United-States,>50K
41,Private,Bachelors,13,Married,Exec-managerial,Husband,White,Male,60,United-States,>50K
49,Private,HS-grad,9,Married,Adm-clerical,Husband,White,Male,40,United-States,<=50K
36,Public,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,35,United-States,<=50K
23,Private,HS-grad,9,Never-married,Transport-moving,Own-child,Black,Male,40,Haiti,<=50K
63,Private,Some-college,10,Widowed,Other-service,Not-in-family,White,Female,40,United-States,<=50K
67,Private,HS-grad,9,Married,Sales,Husband,White,Male,40,Canada,>50K
23,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
22,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,<=50K
66,Private,Assoc-voc,11,Married,Adm-clerical,Husband,White,Male,30,United-States,<=50K
25,Private,11th,7,Married,Craft-repair,Husband,White,Male,50,United-States,<=50K
30,Private,Some-college,10,Divorced,Machine-op-inspct,Unmarried,White,Female,20,United-States,<=50K
35,Private,HS-grad,9,Married,Transport-moving,Husband,White,Male,40,United-States,<=50K
67,Self-employed,7th-8th,4,Married,Exec-managerial,Husband,White,Male,40,United-States,<=50K
30,Private,12th,8,Never-married,Craft-repair,Not-in-family,Black,Male,40,United-States,<=50K
26,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,Black,Female,38,United-States,<=50K
34,Private,HS-grad,9,Married,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
21,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,40,United-States,<=50K
18,Private,12th,8,Never-married,Craft-repair,Own-child,White,Male,10,United-States,<=50K
21,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
76,Self-employed,9th,5,Married,Prof-specialty,Husband,White,Male,40,United-States,<=50K
51,Public,Some-college,10,Married,Protective-serv,Husband,Asian-Pac-Islander,Male,70,?,<=50K
26,Private,HS-grad,9,Married,Machine-op-inspct,Wife,White,Female,56,United-States,<=50K
18,Private,12th,8,Never-married,Other-service,Not-in-family,White,Female,25,United-States,<=50K
18,?,11th,7,Never-married,?,Own-child,White,Male,40,United-States,<=50K
34,Private,Assoc-voc,11,Married,Machine-op-inspct,Husband,White,Male,50,United-States,<=50K
59,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K
55,Private,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,Male,45,United-States,>50K
33,Self-employed,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Male,72,United-States,<=50K
25,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,10,United-States,<=50K
48,Private,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,White,Female,10,United-States,<=50K
64,Private,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,5,United-States,<=50K
47,Public,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,45,United-States,>50K
26,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Female,40,United-States,<=50K
36,Private,Assoc-acdm,12,Married,Prof-specialty,Husband,White,Male,48,United-States,>50K
21,Private,HS-grad,9,Married,Farming-fishing,Husband,White,Male,40,United-States,<=50K
54,?,7th-8th,4,Never-married,?,Not-in-family,White,Female,25,United-States,<=50K
30,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,44,United-States,<=50K
41,Self-employed,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
53,?,Masters,14,Never-married,?,Not-in-family,White,Female,35,United-States,>50K
34,Private,Some-college,10,Never-married,Sales,Other-relative,Black,Male,30,United-States,<=50K
20,?,Some-college,10,Never-married,?,Own-child,White,Female,35,United-States,<=50K
24,Private,10th,6,Never-married,Sales,Not-in-family,White,Male,49,El-Salvador,<=50K
26,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,20,United-States,<=50K
25,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,48,United-States,<=50K
35,Private,Some-college,10,Divorced,Sales,Unmarried,White,Female,36,United-States,<=50K
41,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,>50K
33,Private,11th,7,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K
18,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,25,United-States,<=50K
27,Self-employed,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Male,38,United-States,<=50K
32,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,35,United-States,<=50K
51,Public,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,40,United-States,<=50K
38,Private,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K
41,Public,Some-college,10,Married,Transport-moving,Wife,White,Female,25,United-States,<=50K
26,Private,Some-college,10,Married,Craft-repair,Husband,White,Male,40,United-States,<=50K
38,Self-employed,Assoc-voc,11,Divorced,Exec-managerial,Unmarried,White,Male,35,United-States,<=50K
54,Private,9th,5,Married,Exec-managerial,Husband,White,Male,45,United-States,>50K
30,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,60,Outlying-US(Guam-USVI-etc),<=50K
31,Private,Some-college,10,Widowed,Exec-managerial,Unmarried,White,Female,30,United-States,<=50K
26,Public,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K
75,Self-employed,Doctorate,16,Married,Prof-specialty,Husband,White,Male,3,United-States,<=50K
29,Private,Masters,14,Never-married,Transport-moving,Own-child,Black,Male,40,United-States,<=50K
61,Private,HS-grad,9,Married,Exec-managerial,Husband,White,Male,50,United-States,>50K
24,Private,Some-college,10,Separated,Sales,Unmarried,White,Female,45,United-States,<=50K
22,?,12th,8,Never-married,?,Not-in-family,White,Male,30,United-States,<=50K
34,Private,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K
42,Private,Some-college,10,Divorced,Craft-repair,Own-child,White,Male,40,United-States,<=50K
24,Private,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
42,Self-employed,Assoc-acdm,12,Married,Sales,Husband,White,Male,40,?,<=50K
27,Public,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,40,United-States,<=50K
39,Public,Bachelors,13,Married,Prof-specialty,Wife,White,Female,50,United-States,>50K
20,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K
51,Private,11th,7,Never-married,Other-service,Not-in-family,Black,Female,40,United-States,<=50K
68,Private,Bachelors,13,Married,Sales,Husband,White,Male,30,United-States,<=50K
28,Public,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,48,United-States,<=50K
43,Private,HS-grad,9,Divorced,Tech-support,Not-in-family,White,Female,40,United-States,<=50K
35,Private,Some-college,10,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
44,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K
41,Private,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K
44,Private,HS-grad,9,Married,Tech-support,Husband,White,Male,45,United-States,>50K
20,Private,HS-grad,9,Married,Adm-clerical,Other-relative,White,Female,40,United-States,<=50K
46,Private,HS-grad,9,Married,Craft-repair,Husband,White,Male,75,United-States,>50K
27,Self-employed,Assoc-acdm,12,Married,Transport-moving,Husband,White,Male,70,United-States,>50K
32,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,50,United-States,<=50K
46,Private,Some-college,10,Divorced,Sales,Not-in-family,White,Male,50,United-States,<=50K
26,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,24,United-States,<=50K
20,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,40,Vietnam,<=50K
36,Private,HS-grad,9,Married,Farming-fishing,Wife,White,Female,40,United-States,<=50K
49,Private,Bachelors,13,Married,Exec-managerial,Husband,White,Male,40,United-States,>50K
32,Private,HS-grad,9,Married,Exec-managerial,Husband,White,Male,55,United-States,>50K
32,Private,Bachelors,13,Married,Prof-specialty,Husband,White,Male,50,United-States,>50K
49,Private,Bachelors,13,Married,Craft-repair,Husband,White,Male,40,United-States,>50K
36,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,45,United-States,<=50K
22,Private,Some-college,10,Never-married,Other-service,Other-relative,White,Male,25,United-States,<=50K
52,Public,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
42,Private,HS-grad,9,Married,Exec-managerial,Husband,White,Male,50,United-States,>50K
22,?,Some-college,10,Never-married,?,Own-child,White,Male,40,United-States,<=50K
72,Private,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,16,United-States,<=50K
30,Public,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
44,Private,Some-college,10,Married,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K
23,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,45,United-States,<=50K
22,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,20,United-States,<=50K
59,Private,Bachelors,13,Separated,Adm-clerical,Unmarried,White,Male,60,United-States,<=50K
46,Private,HS-grad,9,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K
30,Private,Assoc-voc,11,Married,Handlers-cleaners,Husband,White,Male,40,Mexico,<=50K
64,Public,7th-8th,4,Widowed,Other-service,Unmarried,White,Female,30,Puerto-Rico,<=50K
31,Private,Some-college,10,Married,Sales,Wife,Black,Female,40,United-States,<=50K
64,Private,HS-grad,9,Married,Other-service,Husband,White,Male,20,United-States,<=50K
45,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,40,United-States,<=50K
59,Private,HS-grad,9,Married,Machine-op-inspct,Husband,White,Male,40,United-States,>50K
32,Private,HS-grad,9,Never-married,Adm-clerical,Other-relative,Black,Female,40,Jamaica,<=50K
43,Private,Bachelors,13,Married,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,40,United-States,<=50K
66,?,10th,6,Divorced,?,Not-in-family,White,Female,20,United-States,<=50K
23,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,45,United-States,<=50K
49,Self-employed,HS-grad,9,Married,Craft-repair,Husband,White,Male,40,United-States,<=50K
32,Private,12th,8,Married,Machine-op-inspct,Husband,White,Male,40,Mexico,<=50K
49,Private,Assoc-voc,11,Never-married,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K
33,Private,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K
28,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,85,United-States,<=50K
47,Private,HS-grad,9,Married,Sales,Husband,Black,Male,40,United-States,<=50K
41,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,40,United-States,<=50K
34,Public,Masters,14,Married,Exec-managerial,Husband,White,Male,40,United-States,>50K
25,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,35,United-States,<=50K
20,?,Some-college,10,Never-married,?,Own-child,White,Female,40,United-States,<=50K
21,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,15,United-States,<=50K
25,Private,HS-grad,9,Never-married,Farming-fishing,Unmarried,White,Male,30,?,<=50K
46,Private,9th,5,Married,Other-service,Husband,White,Male,40,United-States,<=50K
37,Private,1st-4th,2,Married,Craft-repair,Husband,Asian-Pac-Islander,Male,40,Cambodia,<=50K
41,Private,Some-college,10,Married,Craft-repair,Husband,White,Male,56,United-States,>50K
44,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,50,United-States,<=50K
30,Private,HS-grad,9,Married,Tech-support,Husband,White,Male,40,United-States,>50K
54,Private,Some-college,10,Married,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
35,Self-employed,HS-grad,9,Married,Farming-fishing,Husband,White,Male,99,United-States,<=50K
58,?,HS-grad,9,Widowed,?,Not-in-family,White,Female,12,United-States,<=50K
21,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Female,25,Ecuador,<=50K
35,Self-employed,Masters,14,Married,Sales,Husband,White,Male,40,United-States,>50K
35,Private,Prof-school,15,Married,Prof-specialty,Husband,White,Male,80,United-States,>50K
19,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,20,United-States,<=50K
48,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K
56,?,Some-college,10,Married,?,Husband,White,Male,40,Nicaragua,<=50K
65,Self-employed,Some-college,10,Widowed,Craft-repair,Not-in-family,White,Female,35,United-States,<=50K
40,Private,Bachelors,13,Separated,Adm-clerical,Unmarried,Black,Male,35,United-States,<=50K
26,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
45,Private,Some-college,10,Married,Exec-managerial,Husband,White,Male,40,United-States,<=50K
